,0
0,-0.01106792688369751
1,-0.027152061462402344
2,-0.024043262004852295
3,-0.02777254581451416
4,-0.029767513275146484
5,-0.028617441654205322
6,-0.02175849676132202
7,-0.023271560668945312
8,-0.010874152183532715
9,-0.014787256717681885
10,-0.0011886954307556152
11,0.00032269954681396484
12,0.005073368549346924
13,0.01311105489730835
14,0.016404569149017334
15,0.028872787952423096
16,0.04644632339477539
17,0.06789851188659668
18,0.07774484157562256
19,0.08055251836776733
20,0.0741320252418518
21,0.04623568058013916
22,0.040270209312438965
23,0.04891234636306763
24,0.06008690595626831
25,0.056030452251434326
26,0.05382126569747925
27,0.06671017408370972
28,0.06833356618881226
29,0.09977775812149048
30,0.08270466327667236
31,0.0976405143737793
32,0.10437577962875366
33,0.11036425828933716
34,0.11967211961746216
35,0.12542027235031128
36,0.14805537462234497
37,0.14285367727279663
38,0.139559805393219
39,0.12021499872207642
40,0.09570437669754028
41,0.09203720092773438
42,0.0542372465133667
43,0.032123863697052
44,0.01063472032546997
45,-0.022632062435150146
46,0.001939237117767334
47,0.008614957332611084
48,0.05406993627548218
49,0.04704493284225464
50,0.060763418674468994
51,0.05456751585006714
52,0.05866193771362305
53,0.0543174147605896
54,0.05425715446472168
55,0.06076329946517944
56,0.03266423940658569
57,0.039452970027923584
58,0.042245566844940186
59,0.020822107791900635
60,0.008591175079345703
61,-0.0038913488388061523
62,-0.012800216674804688
63,-0.009339630603790283
64,-0.014631211757659912
65,0.010090947151184082
66,0.01787501573562622
67,0.026214122772216797
68,0.03142505884170532
69,0.015930235385894775
70,-0.016411960124969482
71,0.0038238167762756348
72,-0.03323942422866821
73,-0.05891925096511841
74,-0.08818918466567993
75,-0.1235077977180481
76,-0.1307516098022461
77,-0.14533263444900513
78,-0.15179455280303955
79,-0.1501246690750122
80,-0.15400248765945435
81,-0.1364213228225708
82,-0.12670814990997314
83,-0.13281822204589844
84,-0.12306219339370728
85,-0.12389189004898071
86,-0.11533701419830322
87,-0.10424602031707764
88,-0.08643120527267456
89,-0.08331823348999023
90,-0.0695006251335144
91,-0.07465481758117676
92,-0.07075268030166626
93,-0.06455773115158081
94,-0.062030792236328125
95,-0.05349761247634888
96,-0.06120032072067261
97,-0.06110256910324097
98,-0.05481535196304321
99,-0.05777245759963989
100,-0.066200852394104
101,-0.06981796026229858
102,-0.061794817447662354
103,-0.0558551549911499
104,-0.04379832744598389
105,-0.031309425830841064
106,-0.02023756504058838
107,0.004548072814941406
108,0.014553248882293701
109,0.019075512886047363
110,0.015133559703826904
111,0.0193861722946167
112,0.015486478805541992
113,0.01206958293914795
114,0.0026403069496154785
115,-0.0012065768241882324
116,0.004048407077789307
117,-0.002174675464630127
118,-0.01187044382095337
119,-0.022126972675323486
120,-0.03459399938583374
121,-0.03406435251235962
122,-0.030231475830078125
123,-0.028978407382965088
124,-0.019972801208496094
125,0.001874685287475586
126,0.029994726181030273
127,0.034239232540130615
128,0.050025880336761475
129,0.046576857566833496
130,0.0622439980506897
131,0.05386143922805786
132,0.049148380756378174
133,0.011135458946228027
134,-0.002007007598876953
135,0.0064504146575927734
136,0.009674310684204102
137,0.026650547981262207
138,0.028976500034332275
139,0.045820772647857666
140,0.05999070405960083
141,0.09340941905975342
142,0.1104465126991272
